Formatted Date,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary
2013-05-21 17:00:00.000 +0200,Mostly Cloudy,rain,21.05555556,21.05555556,0.42,12.9122,225,10.3523,0,1012.46,Mostly cloudy throughout the day.
2010-12-23 00:00:00.000 +0100,Mostly Cloudy,rain,7.288888889,5.338888889,0.94,10.3523,159,5.8604,0,1011.58,Mostly cloudy throughout the day.
2007-08-06 08:00:00.000 +0200,Partly Cloudy,rain,18.8,18.8,0.71,17.0338,10,9.982,0,1013.1,Partly cloudy starting in the morning.
2011-04-14 09:00:00.000 +0200,Mostly Cloudy,rain,7.177777778,3.488888889,0.74,23.3611,310,11.27,0,1010.46,Partly cloudy throughout the day.
2013-07-21 04:00:00.000 +0200,Mostly Cloudy,rain,18.28888889,18.28888889,0.52,13.8782,20,15.8263,0,1017.38,Partly cloudy until evening.
2008-07-25 19:00:00.000 +0200,Mostly Cloudy,rain,22.77777778,22.77777778,0.67,3.6064,23,11.27,0,1006.4,Foggy until morning.
2008-06-13 20:00:00.000 +0200,Partly Cloudy,rain,17.38333333,17.38333333,0.71,15.8907,318,10.3523,0,1008.19,Mostly cloudy throughout the day.
2008-10-15 18:00:00.000 +0200,Partly Cloudy,rain,18.88333333,18.88333333,0.65,3.0751,190,9.982,0,1018.39,Partly cloudy starting overnight.
2013-10-22 03:00:00.000 +0200,Foggy,rain,10.51111111,10.51111111,0.93,6.118,170,2.0769,0,1021.88,Foggy until morning.
2007-05-23 23:00:00.000 +0200,Mostly Cloudy,rain,20.22777778,20.22777778,0.79,4.8783,307,15.0052,0,1012.12,Partly cloudy until night.
2011-11-10 15:00:00.000 +0100,Mostly Cloudy,rain,7.85,5.666666667,0.59,12.3487,21,10.2557,0,1021.9,Foggy starting overnight continuing until morning.
2014-04-22 06:00:00.000 +0200,Overcast,rain,12.77777778,12.77777778,0.9,10.7548,160,7.2128,0,1009.98,Mostly cloudy throughout the day.
2007-01-07 04:00:00.000 +0100,Partly Cloudy,rain,1.683333333,-1.344444444,0.92,10.2396,165,4.3309,0,1023.77,Partly cloudy starting in the afternoon continuing until evening.
2006-04-18 19:00:00.000 +0200,Mostly Cloudy,rain,17.26666667,17.26666667,0.62,10.8514,33,9.982,0,1011.23,Partly cloudy until night.
2006-08-12 21:00:00.000 +0200,Mostly Cloudy,rain,17.26666667,17.26666667,0.88,7.8085,149,9.8532,0,1007.17,Mostly cloudy until night.
2009-10-08 10:00:00.000 +0200,Partly Cloudy,rain,21.11111111,21.11111111,0.57,14.49,160,9.982,0,1017.7,Partly cloudy starting in the morning continuing until night.
2012-02-25 06:00:00.000 +0100,Partly Cloudy,rain,3.888888889,-0.6222222222,0.89,22.54,280,9.982,0,1015.7,Partly cloudy until evening and breezy starting in the morning continuing until afternoon.
2007-03-23 14:00:00.000 +0100,Overcast,rain,8.805555556,6.2,0.93,17.066,319,6.0214,0,993.2,Mostly cloudy throughout the day.
2009-05-12 08:00:00.000 +0200,Mostly Cloudy,rain,19.87777778,19.87777778,0.57,10.4006,309,10.3684,0,1014.59,Mostly cloudy throughout the day.
2011-02-20 11:00:00.000 +0100,Mostly Cloudy,rain,2.827777778,2.827777778,0.88,4.6207,349,6.1985,0,1016.92,Foggy in the morning.
2010-05-07 04:00:00.000 +0200,Partly Cloudy,rain,11.11111111,11.11111111,1,10.9158,200,9.982,0,1005.34,Partly cloudy until evening.
2006-12-31 04:00:00.000 +0100,Partly Cloudy,snow,-5.477777778,-9.772222222,0.96,9.8049,133,7.1484,0,1035.89,Foggy starting in the afternoon.
2011-06-24 22:00:00.000 +0200,Mostly Cloudy,rain,16.68888889,16.68888889,0.81,14.0231,318,15.8263,0,1017.34,Mostly cloudy throughout the day.
2008-04-03 02:00:00.000 +0200,Partly Cloudy,rain,7.072222222,4.3,0.72,15.1179,5,14.0875,0,1016.51,Partly cloudy until evening.
2015-10-22 17:00:00.000 +0200,Partly Cloudy,rain,9.15,7.033333333,0.81,13.846,354,11.3183,0,1015.03,Foggy until morning.
2009-08-21 22:00:00.000 +0200,Clear,rain,20.55555556,20.55555556,0.53,6.44,90,16.1,0,1017.8,Partly cloudy in the evening.
2008-04-25 00:00:00.000 +0200,Clear,rain,6.133333333,4.822222222,0.79,6.7298,283,15.8263,0,1024.49,Partly cloudy starting overnight.
2015-07-17 00:00:00.000 +0200,Partly Cloudy,rain,21.66666667,21.66666667,0.74,6.44,130,16.1,0,1018.2,Partly cloudy throughout the day.
2007-08-03 16:00:00.000 +0200,Mostly Cloudy,rain,31.06666667,29.3,0.23,7.1001,236,9.982,0,1014.2,Mostly cloudy starting in the afternoon.
2009-12-02 03:00:00.000 +0100,Mostly Cloudy,rain,7.777777778,5.761111111,0.89,11.27,300,16.1,0,1012.8,Mostly cloudy throughout the day.
2011-03-03 12:00:00.000 +0100,Overcast,rain,2.172222222,2.172222222,0.85,2.737,272,5.957,0,1034.21,Foggy starting overnight continuing until morning.
2006-06-14 08:00:00.000 +0200,Mostly Cloudy,rain,17.66111111,17.66111111,0.73,5.1359,359,10.3523,0,1018.01,Partly cloudy throughout the day.
2016-10-06 16:00:00.000 +0200,Overcast,rain,8.861111111,6.688888889,0.83,13.7977,211,9.982,0,1014.97,Overcast throughout the day.
2008-07-28 09:00:00.000 +0200,Clear,rain,23.8,23.8,0.66,12.4775,39,9.982,0,1016.03,Partly cloudy starting in the afternoon continuing until evening.
2012-02-26 20:00:00.000 +0100,Clear,rain,2.777777778,-1.155555556,0.7,16.1,310,9.982,0,1014.4,Partly cloudy until evening.
2009-03-11 18:00:00.000 +0100,Mostly Cloudy,rain,6.416666667,5.761111111,0.81,4.8622,337,9.7727,0,1014.42,Mostly cloudy throughout the day.
2008-09-24 17:00:00.000 +0200,Partly Cloudy,rain,16.12222222,16.12222222,0.58,8.7101,108,11.3183,0,1017.3,Mostly cloudy throughout the day.
2011-08-19 00:00:00.000 +0200,Clear,rain,17.87222222,17.87222222,0.81,3.22,109,15.8263,0,1018.48,Partly cloudy starting in the afternoon.
2009-08-17 22:00:00.000 +0200,Clear,rain,21.66666667,21.66666667,0.55,0,0,16.1,0,1015.1,Partly cloudy starting in the morning continuing until evening.
2009-08-04 09:00:00.000 +0200,Mostly Cloudy,rain,26.11111111,26.11111111,0.54,1.61,0,9.982,0,1010,Mostly cloudy starting in the morning.
2012-10-25 10:00:00.000 +0200,Foggy,rain,11.01666667,11.01666667,0.93,0,0,2.5438,0,1016.41,Foggy until afternoon.
2009-11-14 14:00:00.000 +0100,Partly Cloudy,rain,16.11111111,16.11111111,0.58,12.88,180,9.982,0,1021.4,Foggy in the morning.
2013-03-23 05:00:00.000 +0100,Mostly Cloudy,snow,-1.2,-1.2,0.81,4.5724,25,10.0464,0,1017.42,Mostly cloudy throughout the day.
2008-09-06 05:00:00.000 +0200,Clear,rain,16.84444444,16.84444444,0.79,2.093,247,14.9569,0,1014.07,Partly cloudy until afternoon.
2007-04-06 06:00:00.000 +0200,Mostly Cloudy,rain,4.033333333,1.616666667,0.63,9.5956,232,9.982,0,1015.93,Mostly cloudy until afternoon.
2009-01-07 18:00:00.000 +0100,Overcast,snow,-5,-9.638888889,0.84,11.27,270,4.025,0,1021.5,Foggy starting overnight continuing until afternoon.
2013-05-20 22:00:00.000 +0200,Partly Cloudy,rain,15.93333333,15.93333333,0.7,6.2951,180,15.8263,0,1014.9,Partly cloudy throughout the day.
2007-06-18 01:00:00.000 +0200,Clear,rain,18.28888889,18.28888889,0.81,3.3327,163,15.8263,0,1012.09,Partly cloudy starting in the morning.
2012-09-21 09:00:00.000 +0200,Partly Cloudy,rain,12.11666667,12.11666667,0.67,15.6653,330,9.982,0,1023.19,Partly cloudy until night.
2015-01-04 14:00:00.000 +0100,Windy,rain,5,-0.7277777778,0.65,40.5076,319,9.982,0,0,Breezy starting in the morning continuing until night.
2010-04-01 17:00:00.000 +0200,Partly Cloudy,rain,16.08888889,16.08888889,0.34,8.5813,279,10.3523,0,1013.48,Partly cloudy until evening.
2006-04-23 02:00:00.000 +0200,Partly Cloudy,rain,10.25,10.25,0.95,5.2969,278,4.7495,0,1017.13,Foggy in the morning.
2007-02-17 12:00:00.000 +0100,Overcast,rain,2.755555556,0.06111111111,0.88,9.7083,40,11.27,0,1027.8,Mostly cloudy until night.
2013-07-14 13:00:00.000 +0200,Partly Cloudy,rain,25.16111111,25.16111111,0.46,17.7744,300,9.982,0,1016.44,Partly cloudy overnight.
2016-02-21 13:00:00.000 +0100,Overcast,rain,8.916666667,6.361111111,0.71,16.8728,246,9.982,0,1016.83,Overcast throughout the day.
2014-12-07 08:00:00.000 +0100,Foggy,rain,6.066666667,6.066666667,1,2.9624,252,1.3524,0,1017.11,Foggy until morning.
2012-10-15 04:00:00.000 +0200,Overcast,rain,13.84444444,13.84444444,0.96,10.9641,122,4.9427,0,1009.38,Foggy in the morning.
2012-03-22 23:00:00.000 +0100,Clear,rain,6.666666667,6.666666667,0.65,0,0,16.1,0,1029.2,Partly cloudy starting in the afternoon continuing until night.
2014-10-21 18:00:00.000 +0200,Mostly Cloudy,rain,16.08333333,16.08333333,0.86,1.449,346,15.1823,0,1010.29,Mostly cloudy throughout the day.
2011-12-19 21:00:00.000 +0100,Foggy,snow,0,-4.233333333,0.96,14.1519,19,1.932,0,1015.04,Foggy starting in the afternoon continuing until evening.
2011-05-27 19:00:00.000 +0200,Partly Cloudy,rain,26.20555556,26.20555556,0.5,21.413,140,9.982,0,1010.43,Partly cloudy starting in the afternoon.
2012-05-17 17:00:00.000 +0200,Mostly Cloudy,rain,12.82777778,12.82777778,0.64,7.9212,4,11.4471,0,1015.5,Mostly cloudy throughout the day.
2013-01-13 09:00:00.000 +0100,Mostly Cloudy,snow,-1.227777778,-5.383333333,0.76,12.4936,79,9.8532,0,1019.92,Mostly cloudy throughout the day.
2011-09-24 02:00:00.000 +0200,Clear,rain,10.67777778,10.67777778,0.78,3.5098,350,14.9569,0,1020.75,Partly cloudy starting in the morning continuing until evening.
2013-02-24 04:00:00.000 +0100,Breezy and Mostly Cloudy,rain,6.561111111,1.677777778,0.83,35.6937,140,14.168,0,1008.77,Mostly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
2008-07-25 13:00:00.000 +0200,Mostly Cloudy,rain,22.38888889,22.38888889,0.67,4.6529,302,11.27,0,1007.37,Foggy until morning.
2016-08-23 20:00:00.000 +0200,Mostly Cloudy,rain,20.98333333,20.98333333,0.67,10.1108,351,15.5526,0,1022.25,Mostly cloudy until evening.
2014-06-15 01:00:00.000 +0200,Partly Cloudy,rain,11.68888889,11.68888889,0.71,6.2468,302,16.1,0,1014.05,Partly cloudy starting overnight.
2012-01-06 23:00:00.000 +0100,Partly Cloudy,rain,2.222222222,-2.544444444,0.75,20.93,330,16.1,0,1009.6,Mostly cloudy until night and breezy in the afternoon.
2009-02-02 16:00:00.000 +0100,Mostly Cloudy,rain,7.033333333,4.116666667,0.65,16.1322,120,10.3684,0,1018,Mostly cloudy throughout the day.
2013-10-31 11:00:00.000 +0100,Mostly Cloudy,rain,13.95555556,13.95555556,0.54,10.8353,12,16.1,0,1027.95,Mostly cloudy throughout the day.
2006-11-02 07:00:00.000 +0100,Partly Cloudy,rain,2.822222222,-1.788888889,0.7,20.9783,309,10.3523,0,1015.76,Partly cloudy throughout the day and breezy starting in the morning continuing until evening.
2010-06-23 16:00:00.000 +0200,Mostly Cloudy,rain,22.2,22.2,0.49,21.9604,339,11.2056,0,1012.44,Mostly cloudy throughout the day.
2011-05-13 07:00:00.000 +0200,Mostly Cloudy,rain,12.93888889,12.93888889,0.89,4.7334,275,9.982,0,1016.49,Partly cloudy until evening.
2016-11-27 10:00:00.000 +0100,Mostly Cloudy,rain,4.327777778,1.261111111,0.84,13.0732,168,8.211,0,1019.79,Mostly cloudy throughout the day.
2014-12-29 10:00:00.000 +0100,Breezy and Partly Cloudy,snow,-4.866666667,-12.95,0.62,31.2984,322,14.7637,0,1020.92,Breezy starting overnight continuing until morning.
2012-09-17 03:00:00.000 +0200,Mostly Cloudy,rain,15.74444444,15.74444444,0.54,3.3649,19,15.8263,0,1017.45,Mostly cloudy until night.
2012-02-20 23:00:00.000 +0100,Mostly Cloudy,rain,0.5555555556,-1.538888889,0.92,6.44,340,4.991,0,1034,Foggy starting in the morning continuing until afternoon.
2016-11-25 06:00:00.000 +0100,Mostly Cloudy,rain,1.416666667,-1.622222222,0.92,10.0625,154,4.6368,0,1019.35,Mostly cloudy throughout the day.
2015-09-13 12:00:00.000 +0200,Clear,rain,22.22222222,22.22222222,0.53,9.66,110,9.982,0,0,Clear throughout the day.
2013-03-01 03:00:00.000 +0100,Foggy,snow,-1.666666667,-5.55,1,10.9802,171,0.1771,0,1022.4,Foggy until morning.
2006-04-18 11:00:00.000 +0200,Partly Cloudy,rain,16.45555556,16.45555556,0.68,7.8085,350,11.0768,0,1013.56,Partly cloudy until night.
2006-02-16 05:00:00.000 +0100,Foggy,rain,1.111111111,-4.588888889,0.93,26.1303,160,2.5277,0,1006.24,Foggy starting overnight continuing until evening.
2012-02-25 18:00:00.000 +0100,Partly Cloudy,rain,7.222222222,4.15,0.6,17.71,300,9.982,0,1015.4,Partly cloudy until evening and breezy starting in the morning continuing until afternoon.
2016-06-28 00:00:00.000 +0200,Overcast,rain,19.79444444,19.79444444,0.79,19.9318,290,16.0517,0,1013.7,Mostly cloudy throughout the day.
2007-10-03 14:00:00.000 +0200,Partly Cloudy,rain,23.93888889,23.93888889,0.34,5.0715,174,10.3523,0,1020.19,Partly cloudy until evening.
2008-07-03 05:00:00.000 +0200,Partly Cloudy,rain,15.35555556,15.35555556,0.82,5.4418,314,14.9569,0,1014.6,Partly cloudy starting overnight continuing until night.
2007-04-25 15:00:00.000 +0200,Partly Cloudy,rain,17.86666667,17.86666667,0.5,20.7368,68,11.2056,0,1018.06,Partly cloudy until night.
2007-03-02 15:00:00.000 +0100,Overcast,rain,7.244444444,4.933333333,0.93,12.3648,326,11.27,0,1005.7,Mostly cloudy starting overnight.
2008-10-26 03:00:00.000 +0100,Foggy,rain,6.761111111,6.761111111,0.86,3.3488,282,2.0769,0,1031.5,Foggy in the morning.
2010-02-27 03:00:00.000 +0100,Overcast,rain,7.688888889,7.688888889,0.93,4.1377,141,6.9069,0,998.91,Mostly cloudy until evening and windy starting in the morning continuing until afternoon.
2011-02-21 15:00:00.000 +0100,Overcast,rain,0.9944444444,-3.494444444,0.79,16.9211,11,6.9391,0,1016.34,Foggy starting overnight continuing until morning.
2010-01-05 04:00:00.000 +0100,Overcast,snow,-2.85,-6.922222222,0.79,10.787,117,14.812,0,1015.67,Foggy starting in the morning continuing until afternoon.
2009-07-23 20:00:00.000 +0200,Clear,rain,29.06111111,28.85,0.42,8.533,192,10.3684,0,1010.75,Partly cloudy in the morning.
2009-07-16 00:00:00.000 +0200,Partly Cloudy,rain,22.77777778,22.77777778,0.79,3.22,70,16.1,0,1018.2,Partly cloudy until night.
2009-04-11 09:00:00.000 +0200,Partly Cloudy,rain,16.11111111,16.11111111,0.62,24.15,170,9.982,0,1013.4,Partly cloudy starting in the morning continuing until evening.
2006-03-29 15:00:00.000 +0200,Breezy and Mostly Cloudy,rain,7.883333333,3.383333333,0.76,36.4665,289,11.0446,0,1007.86,Partly cloudy throughout the day and breezy starting in the morning continuing until night.
2011-07-31 06:00:00.000 +0200,Mostly Cloudy,rain,14.95555556,14.95555556,0.87,10.3201,262,11.27,0,1011.37,Partly cloudy until night.
2008-01-24 01:00:00.000 +0100,Clear,snow,-2.977777778,-6.922222222,0.86,10.2235,153,14.8764,0,1034.57,Partly cloudy starting in the morning continuing until evening.
2014-08-05 09:00:00.000 +0200,Partly Cloudy,rain,22.77777778,22.77777778,0.79,9.5312,322,16.1,0,1012.93,Partly cloudy throughout the day.
2009-11-09 17:00:00.000 +0100,Partly Cloudy,rain,12.22222222,12.22222222,0.74,8.05,70,9.982,0,1009.6,Foggy starting overnight continuing until morning.
2009-11-16 19:00:00.000 +0100,Foggy,rain,8.055555556,7.122222222,0.99,6.44,200,0.8533,0,1016.98,Foggy in the morning.
2008-02-15 04:00:00.000 +0100,Mostly Cloudy,rain,1.044444444,-2.894444444,0.8,13.8299,269,7.2128,0,1028.58,Mostly cloudy throughout the day.
2015-05-17 12:00:00.000 +0200,Mostly Cloudy,rain,22.68888889,22.68888889,0.41,22.2341,291,16.1,0,1021.14,Mostly cloudy throughout the day.
2015-11-05 01:00:00.000 +0100,Foggy,snow,-1.577777778,-1.577777778,0.97,3.1556,343,0.0483,0,1022.1,Foggy until night.
2016-01-24 18:00:00.000 +0100,Overcast,snow,-2.105555556,-2.105555556,0.96,4.669,171,4.4919,0,1035.1,Foggy in the morning.
2009-07-29 18:00:00.000 +0200,Partly Cloudy,rain,31.11111111,29.58888889,0.27,9.66,10,9.982,0,1017.5,Partly cloudy until night.
2011-04-10 05:00:00.000 +0200,Clear,rain,5.011111111,2.305555556,0.61,11.8818,345,14.9569,0,1018.05,Partly cloudy starting in the morning continuing until night and breezy starting in the afternoon continuing until evening.
2006-09-16 22:00:00.000 +0200,Mostly Cloudy,rain,20.37222222,20.37222222,0.49,16.7923,118,15.8263,0,1014.71,Mostly cloudy starting in the morning continuing until afternoon.
2014-03-05 07:00:00.000 +0100,Mostly Cloudy,rain,6.994444444,5.311111111,0.88,8.7745,359,9.4024,0,1007.48,Overcast throughout the day.
2011-01-07 06:00:00.000 +0100,Overcast,rain,1.183333333,-4.311111111,0.85,24.5042,160,11.1251,0,1021.02,Mostly cloudy throughout the day.
2014-12-02 05:00:00.000 +0100,Overcast,rain,1.138888889,-3.283333333,0.93,16.6796,128,7.7763,0,1013.17,Foggy in the morning.
2011-02-19 18:00:00.000 +0100,Overcast,rain,6.016666667,2.927777778,0.85,15.6653,310,3.4615,0,1012.14,Foggy in the evening.
2006-03-18 06:00:00.000 +0100,Clear,rain,1.161111111,1.161111111,0.92,4.5241,329,4.0733,0,1019.43,Mostly cloudy until night.
2014-06-10 08:00:00.000 +0200,Clear,rain,24.82222222,24.82222222,0.52,8.3237,26,15.1823,0,1018.68,Partly cloudy until night.
2012-09-07 12:00:00.000 +0200,Partly Cloudy,rain,22.08333333,22.08333333,0.35,8.0339,272,9.982,0,1024.44,Partly cloudy throughout the day.
2010-09-23 04:00:00.000 +0200,Clear,rain,7.761111111,7.761111111,1,3.22,350,4.5241,0,1023.3,Foggy in the morning.
2009-01-28 07:00:00.000 +0100,Foggy,rain,4.061111111,1.038888889,0.99,12.5258,41,3.0751,0,1006.02,Foggy in the morning.
2007-07-06 11:00:00.000 +0200,Breezy and Mostly Cloudy,rain,21.00555556,21.00555556,0.42,29.8172,291,10.4006,0,1012.34,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
2014-09-26 05:00:00.000 +0200,Clear,rain,9.616666667,8.9,0.95,6.5527,280,8.372,0,1018.71,Mostly cloudy until night.
2009-07-16 17:00:00.000 +0200,Partly Cloudy,rain,31.28333333,32.53888889,0.47,9.982,3,10.3684,0,1017.17,Partly cloudy until night.
2009-05-13 21:00:00.000 +0200,Mostly Cloudy,rain,12.77777778,12.77777778,0.64,8.05,330,9.982,0,1019.1,Mostly cloudy throughout the day.
2008-02-02 07:00:00.000 +0100,Mostly Cloudy,rain,5.972222222,2.533333333,0.72,18.1608,163,9.982,0,1013.63,Mostly cloudy throughout the day.
2016-08-08 21:00:00.000 +0200,Partly Cloudy,rain,18.83888889,18.83888889,0.66,0,0,16.1,0,1019.03,Partly cloudy throughout the day.
2008-07-14 11:00:00.000 +0200,Partly Cloudy,rain,27.26111111,27.57777778,0.49,13.0893,314,10.4006,0,1011.67,Partly cloudy throughout the day and breezy in the evening.
2007-01-08 06:00:00.000 +0100,Mostly Cloudy,snow,-0.4833333333,-2.65,0.96,6.2146,179,9.982,0,1022.29,Foggy starting overnight continuing until morning.
2011-10-21 09:00:00.000 +0200,Overcast,rain,7.177777778,4.627777778,0.87,13.7816,358,8.05,0,1025.63,Mostly cloudy throughout the day.
2007-09-23 09:00:00.000 +0200,Clear,rain,13.73333333,13.73333333,0.68,1.4329,136,9.982,0,1027.51,Partly cloudy starting in the morning continuing until afternoon.
2012-01-14 04:00:00.000 +0100,Partly Cloudy,rain,0.4888888889,-4.55,0.76,19.6098,297,15.1501,0,1015.82,Partly cloudy until evening and breezy starting in the morning continuing until afternoon.
2010-04-26 09:00:00.000 +0200,Mostly Cloudy,rain,15.07222222,15.07222222,0.67,12.8639,151,9.982,0,1025.73,Partly cloudy until night.
2009-03-03 09:00:00.000 +0100,Mostly Cloudy,rain,5,5,0.86,4.83,340,8.05,0,1017.4,Mostly cloudy throughout the day.
2015-04-11 18:00:00.000 +0200,Partly Cloudy,rain,21.17777778,21.17777778,0.35,10.6421,241,16.1,0,1020,Partly cloudy starting in the morning.
2010-07-03 11:00:00.000 +0200,Clear,rain,28.75,28.58333333,0.43,7.2611,247,10.3523,0,1015.92,Partly cloudy until night.
2014-12-05 22:00:00.000 +0100,Overcast,rain,6.572222222,6.572222222,0.9,3.0429,78,8.1788,0,1019.67,Foggy starting overnight continuing until morning.
2009-04-21 17:00:00.000 +0200,Mostly Cloudy,rain,21.17777778,21.17777778,0.24,24.6813,29,10.3684,0,1014.91,Mostly cloudy throughout the day.
2007-06-27 10:00:00.000 +0200,Partly Cloudy,rain,22.73333333,22.73333333,0.38,13.0893,320,11.27,0,1007.67,Partly cloudy throughout the day.
2009-06-19 19:00:00.000 +0200,Partly Cloudy,rain,30,29.16666667,0.35,12.88,200,9.982,0,1012.3,Partly cloudy starting overnight continuing until night.
2013-11-27 18:00:00.000 +0100,Overcast,rain,0.9888888889,0.9888888889,0.84,3.1234,267,9.982,0,1029.52,Breezy overnight and overcast throughout the day.
2009-07-17 20:00:00.000 +0200,Partly Cloudy,rain,28.19444444,29.01111111,0.53,4.8461,206,10.3684,0,1010.2,Partly cloudy starting in the morning continuing until night.
2012-10-31 11:00:00.000 +0100,Partly Cloudy,rain,7.266666667,4.283333333,0.78,17.066,121,9.982,0,1015.55,Partly cloudy starting in the morning.
2011-11-07 13:00:00.000 +0100,Overcast,rain,13.66666667,13.66666667,0.53,25.5829,150,10.3523,0,1026.17,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
2007-02-18 06:00:00.000 +0100,Mostly Cloudy,rain,1.072222222,-2.866666667,0.78,13.8621,159,11.1251,0,1030.23,Partly cloudy until evening.
2016-04-30 12:00:00.000 +0200,Mostly Cloudy,rain,15.16111111,15.16111111,0.59,1.9964,155,9.982,0,1020.68,Foggy starting overnight continuing until morning.
2013-12-14 23:00:00.000 +0100,Foggy,snow,-1.55,-1.55,0.92,2.8014,113,2.9624,0,1033.59,Overcast throughout the day.
2012-06-20 11:00:00.000 +0200,Partly Cloudy,rain,32.00555556,31.93888889,0.38,15.939,167,10.3523,0,1014.92,Clear throughout the day.
2008-01-18 09:00:00.000 +0100,Mostly Cloudy,rain,4.861111111,1.544444444,0.83,15.3594,160,7.889,0,1021.75,Foggy starting in the evening.
2011-06-21 00:00:00.000 +0200,Mostly Cloudy,rain,14.5,14.5,0.72,6.0858,162,15.8263,0,1018.87,Partly cloudy until night.
2006-07-10 11:00:00.000 +0200,Clear,rain,27.73333333,28.07222222,0.49,6.8264,65,10.3523,0,1021.63,Partly cloudy until night.
2012-01-26 23:00:00.000 +0100,Foggy,snow,-1.111111111,-4.95,0.92,11.27,320,3.059,0,1023.4,Foggy in the evening.
2013-01-20 13:00:00.000 +0100,Mostly Cloudy,rain,3.644444444,-0.1388888889,0.9,16.5025,138,9.982,0,1001.33,Mostly cloudy throughout the day.
2016-02-26 18:00:00.000 +0100,Partly Cloudy,rain,2.872222222,0.7,0.94,7.8246,170,8.4203,0,1013.8,Foggy starting in the evening.
2010-06-18 10:00:00.000 +0200,Mostly Cloudy,rain,19.78888889,19.78888889,0.88,13.9909,0,4.9427,0,1010.41,Partly cloudy throughout the day.
2012-10-24 05:00:00.000 +0200,Partly Cloudy,rain,4.761111111,4.761111111,1,3.3005,323,4.3148,0,1021.17,Foggy overnight.
2014-09-22 05:00:00.000 +0200,Overcast,rain,15.57222222,15.57222222,0.96,3.7674,298,8.6457,0,1008.33,Mostly cloudy throughout the day.
2006-12-26 06:00:00.000 +0100,Foggy,snow,-1.638888889,-1.638888889,0.94,3.22,60,3.059,0,1035.83,Foggy starting overnight continuing until morning.
2009-07-04 08:00:00.000 +0200,Partly Cloudy,rain,22.08333333,22.08333333,0.77,8.4686,16,9.6117,0,1009.28,Partly cloudy until night.
2007-07-22 16:00:00.000 +0200,Partly Cloudy,rain,38.83888889,36.70555556,0.15,23.7475,249,9.982,0,1007.26,Partly cloudy starting in the afternoon.
2010-07-27 01:00:00.000 +0200,Mostly Cloudy,rain,14.58333333,14.58333333,1,6.1663,340,7.2128,0,1011.8,Mostly cloudy throughout the day.
